Product Title,Product URL,Image URL,Price,_id
Pokemon TCG - SV2D - 014/071 (C) - Charcadet,https://okini.land/en/48945-pokemon-tcg-sv2d-014-071-c-charcadet-the-pokémon-company.html,https://media.okini.land/112681-large_default/pokemon-tcg-s7r-061-067-u-spirit-mask.jpg,¥ 51,645194cbfcd985d4a2e0f4e6
Pokemon TCG - s1H - 061/060 (SR) - Torkoal V,https://okini.land/en/29278-pokemon-tcg-s1h-061-060-torkoal-v-the-pokémon-company.html,https://media.okini.land/112681-large_default/pokemon-tcg-s7r-061-067-u-spirit-mask.jpg,¥ 667,645194cbfcd985d4a2e0f4e7
Pokemon TCG - s9a - 008/067 (Parallel) (C) - Combee,https://okini.land/en/32606-pokemon-tcg-s9a-008-067-parallel-c-combee-the-pokémon-company.html,https://media.okini.land/112681-large_default/pokemon-tcg-s7r-061-067-u-spirit-mask.jpg,¥ 122,645194cbfcd985d4a2e0f4e8
Pokemon TCG - sA - 014/023 - Evolution Incense,https://okini.land/en/34513-pokemon-tcg-sa-014-023-evolution-incense-the-pokémon-company.html,https://media.okini.land/112681-large_default/pokemon-tcg-s7r-061-067-u-spirit-mask.jpg,¥ 156,645194cbfcd985d4a2e0f4e9
Pokemon TCG - s12a - 208/172 (Kira) (AR) - Poochyena,https://okini.land/en/41759-pokemon-tcg-s12a-208-172-kira-ar-poochyena-the-pokémon-company.html,https://media.okini.land/112681-large_default/pokemon-tcg-s7r-061-067-u-spirit-mask.jpg,"¥ 1,127",645194cbfcd985d4a2e0f4ea
Pokemon TCG - s3 - 052/100 (U) - Ariados,https://okini.land/en/30689-pokemon-tcg-s3-052-100-u-ariados-the-pokémon-company.html,https://media.okini.land/112681-large_default/pokemon-tcg-s7r-061-067-u-spirit-mask.jpg,¥ 65,645194cbfcd985d4a2e0f4eb
Pokemon TCG - (Rare) - 125 Electabuzz LV.35,https://okini.land/en/36050-pokemon-tcg-rare-electabuzz-lv-35-the-pokémon-company.html,https://media.okini.land/112681-large_default/pokemon-tcg-s7r-061-067-u-spirit-mask.jpg,¥ 667,645194cbfcd985d4a2e0f4ec
Pokemon TCG - s4a - 134/190 (Kira) - Copperajah,https://okini.land/en/32352-pokemon-tcg-s4a-134-190-kira-copperajah-the-pokémon-company.html,https://media.okini.land/112681-large_default/pokemon-tcg-s7r-061-067-u-spirit-mask.jpg,¥ 51,645194cbfcd985d4a2e0f4ed
Pokemon TCG - s11 - 034/100 (R) - Glastrier,https://okini.land/en/36741-pokemon-tcg-s11-034-100-r-glastrier-the-pokémon-company.html,https://media.okini.land/112681-large_default/pokemon-tcg-s7r-061-067-u-spirit-mask.jpg,¥ 65,645194cbfcd985d4a2e0f4ee
Pokemon TCG - (Rare Holo) - 009 Blastoise LV.52,https://okini.land/en/36041-pokemon-tcg-rare-holo-blastoise-lv-52-the-pokémon-company.html,https://media.okini.land/112681-large_default/pokemon-tcg-s7r-061-067-u-spirit-mask.jpg,"¥ 11,880",645194cbfcd985d4a2e0f4ef
Pokemon TCG - sC - 015/020 - Pokémon Catcher,https://okini.land/en/34844-pokemon-tcg-sc-015-020-pokemon-catcher-the-pokémon-company.html,https://media.okini.land/112681-large_default/pokemon-tcg-s7r-061-067-u-spirit-mask.jpg,¥ 65,645194cbfcd985d4a2e0f4f0
Pokemon TCG - s4a - 034/190 - Feebas,https://okini.land/en/32188-pokemon-tcg-s4a-034-190-feebas-the-pokémon-company.html,https://media.okini.land/112681-large_default/pokemon-tcg-s7r-061-067-u-spirit-mask.jpg,¥ 51,645194cbfcd985d4a2e0f4f1
